Archetype,House number,CAH Type,Operation,Solar,Grid Cost,Optimal PV,Optimal Battery,Total Cost,Total Load,Grid Import
Detached,DetachedD_29.txt,H3,hybrid_bidirectional,best,154.582,2.66,0.225,5694.0,3423.46,1557.13
Detached,DetachedD_32.txt,H3,safe_unidirectional,best,389.18,2.38,5.4,7590.0,3162.67,1477.84
Detached,DetachedD_32.txt,H3,hybrid_bidirectional,worst,154.951,5.11,3.6,12459.0,3340.93,1497.6
Detached,DetachedD_34.txt,H3,safe_unidirectional,worst,427.457,4.48,10.125,14268.0,3181.37,1552.72
Detached,DetachedA_8.txt,H3,safe_unidirectional,best,414.244,2.66,6.075,8502.0,3252.78,1522.6
Detached,DetachedD_12.txt,H3,safe_unidirectional,worst,410.228,4.55,9.225,13983.0,3106.04,1503.85
Detached,DetachedD_32.txt,H3,hybrid_bidirectional,best,150.051,2.45,0.45,5361.0,3381.67,1510.49
Detached,DetachedA_8.txt,H3,hybrid_bidirectional,worst,169.205,5.46,5.175,13950.0,3438.6,1580.87
Detached,DetachedD_34.txt,H3,safe_unidirectional,best,400.79,2.38,6.3,8022.0,3181.37,1509.1
Detached,DetachedA_8.txt,H3,hybrid_bidirectional,best,160.151,2.8,0.45,6096.0,3488.13,1595.44
Detached,DetachedD_12.txt,H3,safe_unidirectional,best,385.628,2.38,6.075,7914.0,3106.04,1471.25
Detached,DetachedD_34.txt,H3,hybrid_bidirectional,worst,150.023,5.32,4.725,13440.0,3365.41,1529.27
Detached,DetachedD_12.txt,H3,hybrid_bidirectional,worst,151.486,5.32,2.925,12576.0,3293.67,1504.68
Detached,DetachedD_34.txt,H3,hybrid_bidirectional,best,148.685,2.52,0.9,5724.0,3407.23,1561.4
Detached,DetachedD_16.txt,H3,safe_unidirectional,worst,405.949,3.99,8.325,12375.0,3143.25,1516.06
Detached,DetachedD_12.txt,H3,hybrid_bidirectional,best,148.717,2.52,0.45,5508.0,3328.55,1522.36
Detached,DetachedD_16.txt,H3,safe_unidirectional,best,378.004,2.38,5.4,7590.0,3143.25,1463.27
Detached,DetachedD_6.txt,H3,safe_unidirectional,worst,409.964,4.55,8.55,13659.0,3163.71,1527.43
Detached,DetachedD_16.txt,H3,hybrid_bidirectional,worst,137.281,4.55,2.925,10959.0,3337.07,1519.54
Detached,DetachedD_16.txt,H3,hybrid_bidirectional,best,140.562,2.38,0.225,5106.0,3370.64,1545.63
Detached,DetachedA_51.txt,H3,safe_unidirectional,worst,407.535,4.34,9.0,13434.0,3052.07,1498.55
Detached,DetachedD_6.txt,H3,safe_unidirectional,best,391.02,2.31,6.075,7767.0,3163.71,1495.74
Detached,DetachedD_6.txt,H3,hybrid_bidirectional,worst,149.833,5.18,3.6,12606.0,3343.15,1545.53
Detached,DetachedA_51.txt,H3,safe_unidirectional,best,378.672,2.38,5.625,7698.0,3052.07,1445.2
Detached,DetachedD_6.txt,H3,hybrid_bidirectional,best,145.854,2.52,0.45,5508.0,3387.53,1560.81
Detached,DetachedA_51.txt,H3,hybrid_bidirectional,worst,146.577,5.11,3.825,12567.0,3225.37,1478.41
Detached,DetachedD_15.txt,H3,safe_unidirectional,worst,400.35,4.41,9.0,13581.0,3048.94,1478.93
Detached,DetachedA_51.txt,H3,hybrid_bidirectional,best,143.377,2.45,0.675,5469.0,3262.1,1510.35
Detached,DetachedD_15.txt,H3,safe_unidirectional,best,376.209,2.31,5.625,7551.0,3048.94,1434.3
Detached,DetachedD_5.txt,H3,safe_unidirectional,worst,425.095,4.48,9.675,14052.0,3166.85,1540.1
Detached,DetachedD_15.txt,H3,hybrid_bidirectional,worst,144.742,5.18,2.475,12066.0,3232.8,1501.74
Detached,DetachedA_43.txt,H3,safe_unidirectional,worst,396.461,4.06,8.55,12630.0,3035.42,1476.55
Detached,DetachedD_15.txt,H3,hybrid_bidirectional,best,144.235,2.45,0.225,5253.0,3264.51,1501.01
Detached,DetachedD_5.txt,H3,safe_unidirectional,best,401.366,2.45,6.3,8169.0,3166.85,1487.41
Detached,DetachedD_5.txt,H3,hybrid_bidirectional,worst,153.781,5.39,3.6,13047.0,3350.03,1529.15
Detached,DetachedD_20.txt,H3,safe_unidirectional,worst,424.658,4.27,10.125,13827.0,3171.33,1547.58
Detached,DetachedA_43.txt,H3,safe_unidirectional,best,371.72,2.24,5.625,7404.0,3035.42,1430.07
Detached,DetachedD_10.txt,H3,safe_unidirectional,worst,418.88,4.62,9.225,14130.0,3165.84,1543.02
Detached,DetachedD_5.txt,H3,hybrid_bidirectional,best,146.026,2.59,0.675,5763.0,3391.07,1568.37
Detached,DetachedA_43.txt,H3,hybrid_bidirectional,worst,139.689,4.83,3.15,11655.0,3215.46,1497.75
Detached,DetachedD_20.txt,H3,safe_unidirectional,best,401.58,2.31,6.3,7875.0,3171.33,1509.25
Detached,DetachedA_43.txt,H3,hybrid_bidirectional,best,140.224,2.38,0.45,5214.0,3252.53,1529.86
Detached,DetachedD_10.txt,H3,safe_unidirectional,best,394.271,2.38,6.075,7914.0,3165.84,1488.06
Detached,DetachedD_20.txt,H3,hybrid_bidirectional,worst,160.865,5.11,4.275,12783.0,3341.71,1534.28
Detached,DetachedD_10.txt,H3,hybrid_bidirectional,worst,148.55,5.18,4.725,13146.0,3351.35,1513.3
Detached,DetachedD_9.txt,H3,safe_unidirectional,worst,407.005,4.2,9.45,13356.0,3093.5,1506.92
Detached,DetachedD_20.txt,H3,hybrid_bidirectional,best,154.855,2.52,0.9,5724.0,3385.63,1538.34
Detached,DetachedD_10.txt,H3,hybrid_bidirectional,best,142.47,2.45,0.9,5577.0,3396.63,1520.03
Detached,DetachedD_9.txt,H3,safe_unidirectional,best,390.451,2.24,6.3,7728.0,3093.5,1474.93
Detached,DetachedA_29.txt,H3,safe_unidirectional,worst,413.257,4.2,10.575,13896.0,3082.76,1503.9
Detached,DetachedD_9.txt,H3,hybrid_bidirectional,worst,146.41,5.18,3.375,12498.0,3283.09,1504.75
Detached,DetachedD_9.txt,H3,hybrid_bidirectional,best,149.173,2.52,0.225,5400.0,3324.71,1507.15
Detached,DetachedA_45.txt,H3,safe_unidirectional,worst,372.443,4.2,8.775,13032.0,2919.01,1417.49
Detached,DetachedA_29.txt,H3,safe_unidirectional,best,386.045,2.38,5.85,7806.0,3082.76,1446.77
Detached,DetachedA_29.txt,H3,hybrid_bidirectional,worst,135.226,5.11,2.925,12135.0,3277.53,1452.77
Detached,DetachedA_45.txt,H3,safe_unidirectional,best,354.885,2.17,5.85,7365.0,2919.01,1380.67
Detached,DetachedA_29.txt,H3,hybrid_bidirectional,best,136.567,2.45,0.45,5361.0,3308.72,1502.84
Detached,DetachedA_45.txt,H3,hybrid_bidirectional,worst,143.245,4.76,3.375,11616.0,3089.6,1439.7
Detached,DetachedA_45.txt,H3,hybrid_bidirectional,best,138.389,2.38,0.225,5106.0,3130.41,1449.6
Detached,DetachedA_25.txt,H3,safe_unidirectional,worst,416.614,4.2,9.225,13248.0,3127.69,1523.76
Detached,DetachedA_25.txt,H3,safe_unidirectional,best,389.852,2.45,5.85,7953.0,3127.69,1474.01
Detached,DetachedA_16.txt,H3,safe_unidirectional,worst,382.888,4.2,9.45,13356.0,2946.04,1437.24
Detached,DetachedA_25.txt,H3,hybrid_bidirectional,worst,141.934,4.83,2.7,11439.0,3319.09,1486.47
Detached,DetachedA_57.txt,H3,safe_unidirectional,worst,390.822,3.99,7.875,12159.0,3030.7,1457.7
Detached,DetachedA_25.txt,H3,hybrid_bidirectional,best,144.748,2.59,0.225,5547.0,3350.93,1509.12
Detached,DetachedA_16.txt,H3,safe_unidirectional,best,360.456,2.24,5.625,7404.0,2946.04,1398.41
Detached,DetachedA_16.txt,H3,hybrid_bidirectional,worst,141.693,4.97,3.375,12057.0,3115.39,1401.62
Detached,DetachedA_57.txt,H3,safe_unidirectional,best,371.325,2.17,5.625,7257.0,3030.7,1421.67
Detached,DetachedD_3.txt,H3,safe_unidirectional,worst,435.727,4.9,10.35,15258.0,3296.91,1608.02
Detached,DetachedD_38.txt,H3,safe_unidirectional,worst,406.113,3.92,9.0,12552.0,3051.46,1488.68
Detached,DetachedA_16.txt,H3,hybrid_bidirectional,best,137.584,2.38,0.225,5106.0,3152.88,1418.39
Detached,DetachedA_57.txt,H3,hybrid_bidirectional,worst,138.539,4.48,2.475,10596.0,3220.28,1450.05
Detached,DetachedA_57.txt,H3,hybrid_bidirectional,best,140.887,2.31,0.225,4959.0,3249.18,1457.05
Detached,DetachedD_3.txt,H3,safe_unidirectional,best,414.838,2.52,6.525,8424.0,3296.91,1564.72
Detached,DetachedD_38.txt,H3,safe_unidirectional,best,373.513,2.17,5.625,7257.0,3051.46,1432.82
Detached,DetachedD_3.txt,H3,hybrid_bidirectional,worst,163.848,5.6,5.4,14352.0,3464.74,1628.85
Detached,DetachedD_38.txt,H3,hybrid_bidirectional,worst,140.048,4.69,3.15,11361.0,3235.9,1473.66
Detached,DetachedA_32.txt,H3,safe_unidirectional,worst,401.308,4.06,8.1,12414.0,3037.94,1466.4
Detached,DetachedD_3.txt,H3,hybrid_bidirectional,best,155.903,2.73,0.675,6057.0,3514.71,1625.67
Detached,DetachedD_38.txt,H3,hybrid_bidirectional,best,138.569,2.31,0.45,5067.0,3267.56,1473.29
Detached,DetachedA_32.txt,H3,safe_unidirectional,best,378.3,2.17,5.625,7257.0,3037.94,1427.81
Detached,DetachedA_32.txt,H3,hybrid_bidirectional,worst,141.05,4.69,1.8,10713.0,3227.21,1451.29
Detached,DetachedA_15.txt,H3,safe_unidirectional,worst,413.536,3.85,10.125,12945.0,3147.86,1544.7
Detached,DetachedA_32.txt,H3,hybrid_bidirectional,best,141.492,2.31,0.225,4959.0,3250.27,1487.81
Detached,DetachedA_44.txt,H3,safe_unidirectional,worst,410.662,4.2,8.775,13032.0,3096.49,1495.37
Detached,DetachedA_15.txt,H3,safe_unidirectional,best,389.64,2.17,6.075,7473.0,3147.86,1492.35
Detached,DetachedA_15.txt,H3,hybrid_bidirectional,worst,147.463,4.83,2.25,11223.0,3340.99,1530.53
Detached,DetachedA_44.txt,H3,safe_unidirectional,best,386.235,2.24,5.85,7512.0,3096.49,1459.08
Detached,DetachedA_15.txt,H3,hybrid_bidirectional,best,151.428,2.31,0.45,5067.0,3367.8,1570.18
Detached,DetachedA_44.txt,H3,hybrid_bidirectional,worst,153.041,4.9,2.7,11586.0,3269.35,1493.25
Detached,DetachedA_44.txt,H3,hybrid_bidirectional,best,148.694,2.38,0.225,5106.0,3304.94,1496.62
Detached,DetachedA_31.txt,H3,safe_unidirectional,worst,409.81,4.27,9.675,13611.0,3091.3,1506.84
Detached,DetachedA_31.txt,H3,safe_unidirectional,best,383.783,2.31,5.85,7659.0,3091.3,1458.61
Detached,DetachedA_17.txt,H3,safe_unidirectional,worst,392.903,4.13,8.55,12777.0,3060.88,1467.02
Detached,DetachedA_31.txt,H3,hybrid_bidirectional,worst,144.871,5.25,2.7,12321.0,3263.86,1473.27
Detached,DetachedA_56.txt,H3,safe_unidirectional,worst,428.391,4.34,9.9,13866.0,3161.48,1556.17
Detached,DetachedA_31.txt,H3,hybrid_bidirectional,best,142.794,2.45,0.45,5361.0,3295.14,1491.48
Detached,DetachedA_17.txt,H3,safe_unidirectional,best,377.064,2.17,6.075,7473.0,3060.88,1445.0
Detached,DetachedA_17.txt,H3,hybrid_bidirectional,worst,145.519,4.83,2.7,11439.0,3238.59,1472.0
Detached,DetachedA_56.txt,H3,safe_unidirectional,best,404.816,2.45,6.075,8061.0,3161.48,1506.31
Detached,DetachedA_10.txt,H3,safe_unidirectional,worst,380.975,4.06,9.0,12846.0,2962.94,1441.82
Detached,DetachedA_20.txt,H3,safe_unidirectional,worst,399.856,4.13,9.225,13101.0,3043.68,1478.28
Detached,DetachedA_17.txt,H3,hybrid_bidirectional,best,139.139,2.38,0.675,5322.0,3265.67,1449.35
Detached,DetachedA_56.txt,H3,hybrid_bidirectional,worst,154.058,5.18,3.6,12606.0,3354.1,1530.26
Detached,DetachedA_10.txt,H3,safe_unidirectional,best,356.682,2.24,5.85,7512.0,2962.94,1397.4
Detached,DetachedA_56.txt,H3,hybrid_bidirectional,best,152.154,2.59,0.675,5763.0,3389.27,1563.15
Detached,DetachedA_20.txt,H3,safe_unidirectional,best,377.414,2.31,5.85,7659.0,3043.68,1438.64
Detached,DetachedA_10.txt,H3,hybrid_bidirectional,worst,135.153,4.83,2.475,11331.0,3153.41,1441.49
Detached,DetachedA_26.txt,H3,safe_unidirectional,worst,419.968,4.34,9.225,13542.0,3162.69,1540.73
Detached,DetachedA_20.txt,H3,hybrid_bidirectional,worst,152.39,5.11,2.475,11919.0,3231.79,1478.34
Detached,DetachedA_10.txt,H3,hybrid_bidirectional,best,131.377,2.45,0.225,5253.0,3184.62,1433.14
Detached,DetachedA_20.txt,H3,hybrid_bidirectional,best,151.095,2.45,0.45,5361.0,3260.3,1495.95
Detached,DetachedA_26.txt,H3,safe_unidirectional,best,399.983,2.38,5.85,7806.0,3162.69,1500.26
Detached,DetachedA_26.txt,H3,hybrid_bidirectional,worst,153.874,5.04,3.375,12204.0,3333.39,1546.19
Detached,DetachedA_14.txt,H3,safe_unidirectional,worst,396.061,4.06,8.55,12630.0,3007.08,1462.18
Detached,DetachedA_26.txt,H3,hybrid_bidirectional,best,148.85,2.52,0.45,5508.0,3375.25,1527.51
Detached,DetachedA_50.txt,H3,safe_unidirectional,worst,401.645,4.34,9.0,13434.0,3000.36,1473.34
Detached,DetachedA_14.txt,H3,safe_unidirectional,best,369.826,2.24,5.625,7404.0,3007.08,1419.06
Detached,DetachedA_14.txt,H3,hybrid_bidirectional,worst,140.33,4.76,3.15,11508.0,3185.9,1475.21
Detached,DetachedA_50.txt,H3,safe_unidirectional,best,367.445,2.31,5.625,7551.0,3000.36,1411.7
Detached,DetachedA_14.txt,H3,hybrid_bidirectional,best,137.158,2.38,0.45,5214.0,3221.23,1494.37
Detached,DetachedA_50.txt,H3,hybrid_bidirectional,worst,140.805,5.11,3.825,12567.0,3166.16,1456.44
Detached,DetachedA_50.txt,H3,hybrid_bidirectional,best,136.223,2.38,0.45,5214.0,3210.07,1478.12
Detached,DetachedA_19.txt,H3,safe_unidirectional,worst,433.101,4.55,9.675,14199.0,3239.34,1575.53
Detached,DetachedA_19.txt,H3,safe_unidirectional,best,405.77,2.45,5.85,7953.0,3239.34,1531.42
Detached,DetachedD_4.txt,H3,safe_unidirectional,worst,401.201,4.06,9.9,13278.0,3045.55,1472.73
Detached,DetachedA_19.txt,H3,hybrid_bidirectional,worst,159.991,5.18,5.175,13362.0,3413.48,1596.74
Detached,DetachedA_42.txt,H3,safe_unidirectional,worst,404.011,4.2,9.45,13356.0,3089.82,1503.65
Detached,DetachedA_19.txt,H3,hybrid_bidirectional,best,152.922,2.59,0.675,5763.0,3464.24,1550.33
Detached,DetachedD_4.txt,H3,safe_unidirectional,best,374.749,2.24,6.075,7620.0,3045.55,1419.33
Detached,DetachedD_4.txt,H3,hybrid_bidirectional,worst,145.177,4.97,3.15,11949.0,3223.14,1475.82
Detached,DetachedA_42.txt,H3,safe_unidirectional,best,372.741,2.45,5.4,7737.0,3089.82,1452.17
Detached,DetachedA_38.txt,H3,safe_unidirectional,worst,431.102,4.48,9.9,14160.0,3186.55,1556.31
Detached,DetachedA_34.txt,H3,safe_unidirectional,worst,415.469,4.2,9.9,13572.0,3056.45,1501.79
Detached,DetachedD_4.txt,H3,hybrid_bidirectional,best,137.122,2.45,0.45,5361.0,3261.37,1490.78
Detached,DetachedA_42.txt,H3,hybrid_bidirectional,worst,145.379,5.11,2.475,11919.0,3284.95,1451.91
Detached,DetachedA_38.txt,H3,safe_unidirectional,best,408.612,2.52,6.075,8208.0,3186.55,1516.96
Detached,DetachedA_42.txt,H3,hybrid_bidirectional,best,149.135,2.52,0.225,5400.0,3313.71,1493.59
Detached,DetachedA_34.txt,H3,safe_unidirectional,best,390.029,2.31,6.075,7767.0,3056.45,1452.01
Detached,DetachedA_38.txt,H3,hybrid_bidirectional,worst,152.914,5.39,3.825,13155.0,3372.18,1577.43
Detached,DetachedA_34.txt,H3,hybrid_bidirectional,worst,147.899,5.04,4.95,12960.0,3224.08,1481.97
Detached,DetachedA_27.txt,H3,safe_unidirectional,worst,406.044,4.41,8.775,13473.0,3075.21,1505.61
Detached,DetachedA_38.txt,H3,hybrid_bidirectional,best,152.335,2.66,0.675,5910.0,3410.68,1568.79
Detached,DetachedA_34.txt,H3,hybrid_bidirectional,best,145.466,2.52,0.45,5508.0,3274.83,1484.94
Detached,DetachedA_27.txt,H3,safe_unidirectional,best,379.348,2.31,5.85,7659.0,3075.21,1446.34
Detached,DetachedA_28.txt,H3,safe_unidirectional,worst,391.615,4.2,9.0,13140.0,2977.88,1448.77
Detached,DetachedA_27.txt,H3,hybrid_bidirectional,worst,146.927,5.11,3.6,12459.0,3252.49,1513.74
Detached,DetachedA_27.txt,H3,hybrid_bidirectional,best,145.62,2.45,0.675,5469.0,3289.36,1513.22
Detached,DetachedD_13.txt,H3,safe_unidirectional,worst,408.176,4.13,9.675,13317.0,3087.07,1498.41
Detached,DetachedA_28.txt,H3,safe_unidirectional,best,364.86,2.31,5.625,7551.0,2977.88,1396.46
Detached,DetachedA_28.txt,H3,hybrid_bidirectional,worst,140.793,5.04,3.375,12204.0,3151.65,1428.62
Detached,DetachedD_13.txt,H3,safe_unidirectional,best,386.708,2.24,6.3,7728.0,3087.07,1458.55
Semi-detached,Semi-detachedD_30.txt,H3,hybrid_bidirectional,worst,154.464,5.11,2.025,11703.0,3344.38,1545.63
Detached,DetachedA_12.txt,H3,safe_unidirectional,best,388.319,2.24,6.075,7620.0,3114.0,1469.4
Semi-detached,Semi-detachedD_30.txt,H3,hybrid_bidirectional,best,152.403,2.52,0.45,5508.0,3372.5,1565.24
Detached,DetachedA_12.txt,H3,hybrid_bidirectional,worst,151.062,5.18,2.25,11958.0,3314.69,1503.49
Semi-detached,Semi-detachedD_0.txt,H3,safe_unidirectional,worst,384.209,3.92,9.0,12552.0,2937.3,1435.32
Detached,DetachedA_12.txt,H3,hybrid_bidirectional,best,148.202,2.45,0.225,5253.0,3345.33,1523.81
Semi-detached,Semi-detachedD_0.txt,H3,safe_unidirectional,best,350.988,2.31,4.95,7227.0,2937.3,1370.76
Semi-detached,Semi-detachedD_0.txt,H3,hybrid_bidirectional,worst,129.894,4.76,2.475,11184.0,3119.7,1423.13
Semi-detached,Semi-detachedD_19.txt,H3,safe_unidirectional,worst,398.425,4.48,8.1,13296.0,3024.93,1479.91
Semi-detached,Semi-detachedD_0.txt,H3,hybrid_bidirectional,best,131.246,2.31,0.675,5175.0,3143.44,1419.09
Detached,DetachedA_39.txt,H3,safe_unidirectional,worst,403.402,4.2,8.1,12708.0,3097.21,1502.32
Semi-detached,Semi-detachedD_19.txt,H3,safe_unidirectional,best,378.716,2.24,5.85,7512.0,3024.93,1441.13
Semi-detached,Semi-detachedD_19.txt,H3,hybrid_bidirectional,worst,150.885,5.04,2.925,11988.0,3206.17,1478.01
Detached,DetachedA_39.txt,H3,safe_unidirectional,best,384.037,2.45,5.4,7737.0,3097.21,1462.64
Semi-detached,Semi-detachedD_35.txt,H3,safe_unidirectional,worst,382.435,4.2,9.225,13248.0,2912.16,1421.73
Semi-detached,Semi-detachedD_19.txt,H3,hybrid_bidirectional,best,145.367,2.45,0.225,5253.0,3247.07,1485.74
Detached,DetachedA_4.txt,H3,safe_unidirectional,worst,403.833,4.2,8.55,12924.0,3100.98,1499.77
Detached,DetachedA_39.txt,H3,hybrid_bidirectional,worst,155.512,4.69,2.25,10929.0,3293.07,1528.34
Semi-detached,Semi-detachedD_35.txt,H3,safe_unidirectional,best,357.99,2.17,6.075,7473.0,2912.16,1373.93
Detached,DetachedA_39.txt,H3,hybrid_bidirectional,best,152.301,2.45,0.45,5361.0,3317.47,1518.96
Detached,DetachedA_4.txt,H3,safe_unidirectional,best,381.421,2.24,6.3,7728.0,3100.98,1461.64
Semi-detached,Semi-detachedD_35.txt,H3,hybrid_bidirectional,worst,137.916,5.04,3.15,12096.0,3084.15,1408.09
Detached,DetachedA_4.txt,H3,hybrid_bidirectional,worst,149.959,4.76,2.925,11400.0,3300.81,1514.68
Semi-detached,Semi-detachedD_35.txt,H3,hybrid_bidirectional,best,133.764,2.38,0.45,5214.0,3120.57,1404.53
Semi-detached,Semi-detachedD_32.txt,H3,safe_unidirectional,worst,385.328,3.99,9.0,12699.0,2986.49,1448.88
Detached,DetachedA_4.txt,H3,hybrid_bidirectional,best,146.787,2.52,0.225,5400.0,3334.24,1519.86
Semi-detached,Semi-detachedD_32.txt,H3,safe_unidirectional,best,363.237,2.17,6.075,7473.0,2986.49,1405.03
Semi-detached,Semi-detachedD_34.txt,H3,safe_unidirectional,worst,385.81,3.71,8.775,12003.0,2945.48,1435.56
Semi-detached,Semi-detachedD_32.txt,H3,hybrid_bidirectional,worst,138.535,4.83,2.475,11331.0,3177.38,1448.93
Detached,DetachedD_1.txt,H3,safe_unidirectional,worst,414.616,4.34,9.225,13542.0,3109.26,1511.38
Semi-detached,Semi-detachedD_32.txt,H3,hybrid_bidirectional,best,136.977,2.38,0.225,5106.0,3209.34,1449.84
Semi-detached,Semi-detachedD_34.txt,H3,safe_unidirectional,best,361.915,2.17,5.85,7365.0,2945.48,1385.03
Semi-detached,Semi-detachedD_34.txt,H3,hybrid_bidirectional,worst,138.688,4.55,1.575,10311.0,3141.83,1445.56
Detached,DetachedD_1.txt,H3,safe_unidirectional,best,390.405,2.38,6.075,7914.0,3109.26,1471.57
Semi-detached,Semi-detachedD_34.txt,H3,hybrid_bidirectional,best,133.74,2.31,0.225,4959.0,3164.29,1444.81
Detached,DetachedD_1.txt,H3,hybrid_bidirectional,worst,144.249,5.04,3.15,12096.0,3304.87,1504.24
Semi-detached,Semi-detachedD_2.txt,H3,safe_unidirectional,worst,377.247,4.06,8.55,12630.0,2857.65,1390.17
Detached,DetachedD_1.txt,H3,hybrid_bidirectional,best,142.904,2.59,0.225,5547.0,3342.48,1501.84
Semi-detached,Semi-detachedD_2.txt,H3,safe_unidirectional,best,355.167,2.17,5.625,7257.0,2857.65,1339.82
Semi-detached,Semi-detachedD_2.txt,H3,hybrid_bidirectional,worst,132.727,4.55,4.275,11607.0,3010.5,1379.36
Semi-detached,Semi-detachedA_5.txt,H3,safe_unidirectional,worst,393.747,4.34,8.325,13110.0,3020.7,1459.02
Semi-detached,Semi-detachedD_2.txt,H3,hybrid_bidirectional,best,126.054,2.31,0.45,5067.0,3053.41,1383.77
Detached,DetachedA_11.txt,H3,safe_unidirectional,worst,395.071,4.13,8.55,12777.0,3027.68,1480.6
Semi-detached,Semi-detachedA_5.txt,H3,safe_unidirectional,best,374.628,2.24,6.075,7620.0,3020.7,1416.27
Semi-detached,Semi-detachedA_5.txt,H3,hybrid_bidirectional,worst,139.766,4.83,2.925,11547.0,3202.55,1498.15
Detached,DetachedA_11.txt,H3,safe_unidirectional,best,370.937,2.31,5.4,7443.0,3027.68,1425.07
Semi-detached,Semi-detachedD_23.txt,H3,safe_unidirectional,worst,397.512,3.92,9.0,12552.0,3028.41,1471.97
Semi-detached,Semi-detachedA_5.txt,H3,hybrid_bidirectional,best,138.064,2.45,0.225,5253.0,3240.55,1494.1
Detached,DetachedA_11.txt,H3,hybrid_bidirectional,worst,145.214,4.69,3.375,11469.0,3199.64,1464.43
Detached,DetachedA_5.txt,H3,safe_unidirectional,worst,416.752,4.2,8.1,12708.0,3171.85,1537.7
Semi-detached,Semi-detachedD_23.txt,H3,safe_unidirectional,best,378.553,2.24,5.85,7512.0,3028.41,1432.38
Detached,DetachedA_11.txt,H3,hybrid_bidirectional,best,142.602,2.38,0.45,5214.0,3238.02,1476.48
Semi-detached,Semi-detachedD_23.txt,H3,hybrid_bidirectional,worst,145.86,4.62,2.25,10782.0,3216.08,1484.84
Detached,DetachedA_5.txt,H3,safe_unidirectional,best,395.63,2.31,5.625,7551.0,3171.85,1493.22
Semi-detached,Semi-detachedD_23.txt,H3,hybrid_bidirectional,best,142.477,2.38,0.225,5106.0,3243.65,1482.03
Detached,DetachedA_5.txt,H3,hybrid_bidirectional,worst,148.496,4.76,2.25,11076.0,3368.92,1520.6
Semi-detached,Semi-detachedA_6.txt,H3,safe_unidirectional,worst,390.567,4.27,8.55,13071.0,2984.22,1443.82
Detached,DetachedA_5.txt,H3,hybrid_bidirectional,best,146.683,2.38,0.45,5214.0,3395.55,1543.21
Semi-detached,Semi-detachedA_6.txt,H3,safe_unidirectional,best,365.99,2.24,5.4,7296.0,2984.22,1403.94
Semi-detached,Semi-detachedD_20.txt,H3,safe_unidirectional,worst,409.082,4.13,9.0,12993.0,3096.95,1497.64
Semi-detached,Semi-detachedA_6.txt,H3,hybrid_bidirectional,worst,139.046,4.9,2.475,11478.0,3172.3,1447.98
Detached,DetachedD_36.txt,H3,safe_unidirectional,worst,425.531,4.48,9.225,13836.0,3229.28,1573.2
Semi-detached,Semi-detachedA_6.txt,H3,hybrid_bidirectional,best,141.301,2.24,0.675,5028.0,3194.25,1474.8
Semi-detached,Semi-detachedD_20.txt,H3,safe_unidirectional,best,390.478,2.24,6.75,7944.0,3096.95,1464.47
Semi-detached,Semi-detachedD_20.txt,H3,hybrid_bidirectional,worst,144.137,4.9,2.925,11694.0,3294.52,1505.31
Detached,DetachedD_36.txt,H3,safe_unidirectional,best,398.769,2.38,6.075,7914.0,3229.28,1512.62
Semi-detached,Semi-detachedD_20.txt,H3,hybrid_bidirectional,best,144.256,2.52,0.45,5508.0,3327.32,1530.42
Detached,DetachedD_36.txt,H3,hybrid_bidirectional,worst,155.442,5.32,3.375,12792.0,3417.46,1560.65
Semi-detached,Semi-detachedD_3.txt,H3,safe_unidirectional,worst,389.676,3.99,9.225,12807.0,2960.42,1447.21
Detached,DetachedD_36.txt,H3,hybrid_bidirectional,best,149.35,2.52,0.675,5616.0,3455.41,1560.44
Semi-detached,Semi-detachedD_3.txt,H3,safe_unidirectional,best,364.004,2.38,5.625,7698.0,2960.42,1398.48
Semi-detached,Semi-detachedD_3.txt,H3,hybrid_bidirectional,worst,138.577,4.76,3.375,11616.0,3127.6,1446.04
Semi-detached,Semi-detachedA_29.txt,H3,safe_unidirectional,worst,393.152,3.99,8.55,12483.0,2970.38,1451.43
Semi-detached,Semi-detachedD_3.txt,H3,hybrid_bidirectional,best,137.883,2.52,0.225,5400.0,3170.3,1456.55
Detached,DetachedD_2.txt,H3,safe_unidirectional,worst,423.961,3.99,9.9,13131.0,3171.64,1559.57
Semi-detached,Semi-detachedA_29.txt,H3,safe_unidirectional,best,369.048,2.17,5.85,7365.0,2970.38,1404.83
Semi-detached,Semi-detachedA_29.txt,H3,hybrid_bidirectional,worst,136.087,4.76,2.7,11292.0,3152.73,1446.03
Semi-detached,Semi-detachedD_37.txt,H3,safe_unidirectional,worst,407.434,4.27,9.45,13503.0,3087.97,1525.83
Detached,DetachedD_2.txt,H3,safe_unidirectional,best,396.623,2.45,5.625,7845.0,3171.64,1492.29
Semi-detached,Semi-detachedA_29.txt,H3,hybrid_bidirectional,best,139.707,2.38,0.45,5214.0,3180.14,1459.35
Detached,DetachedD_2.txt,H3,hybrid_bidirectional,worst,154.983,4.97,2.925,11841.0,3371.97,1559.66
Detached,DetachedA_7.txt,H3,safe_unidirectional,worst,414.558,4.27,9.0,13287.0,3123.62,1526.03
Semi-detached,Semi-detachedD_37.txt,H3,safe_unidirectional,best,373.613,2.45,5.625,7845.0,3087.97,1462.76
Detached,DetachedD_2.txt,H3,hybrid_bidirectional,best,154.124,2.45,0.675,5469.0,3403.24,1585.04
