Archetype,House number,CAH Type,Operation,Solar,Grid Import,Total Load,Total Cost
Detached,1,H1,safe_unidirectional,worst,4785.514432,5469.497832,788.152803
Detached,1,H1,safe_unidirectional,best,4537.217619,5469.497832,708.927303
Detached,1,H1,hybrid_bidirectional,worst,4566.662551,5633.96357,487.710924
Detached,1,H1,hybrid_bidirectional,best,4100.235073,5629.173677,404.192824
Detached,1,H2,safe_unidirectional,worst,3269.490287,3964.584499,682.031113
Detached,1,H2,safe_unidirectional,best,3032.061847,3964.584499,603.566399
Detached,1,H2,hybrid_bidirectional,worst,2666.58643,4167.140363,284.778949
Detached,1,H2,hybrid_bidirectional,best,2051.915851,4160.197762,212.782621
Detached,1,H3,safe_unidirectional,worst,2304.670583,3000.364499,614.493734
Detached,1,H3,safe_unidirectional,best,2056.386371,3000.364499,535.269116
Detached,1,H3,hybrid_bidirectional,worst,1725.481666,3230.237154,165.915358
Detached,1,H3,hybrid_bidirectional,best,1141.3045,3215.108157,111.656857
Detached,1,H1,safe_unidirectional,worst,4851.638496,5556.207532,811.624259
Detached,1,H1,safe_unidirectional,best,4595.141219,5556.207532,727.95927
Detached,1,H1,hybrid_bidirectional,worst,4642.222206,5725.944987,503.378823
Detached,1,H1,hybrid_bidirectional,best,4166.842188,5718.102447,421.053873
Detached,1,H2,safe_unidirectional,worst,3338.833923,4051.294199,705.727939
Detached,1,H2,safe_unidirectional,best,3088.749172,4051.294199,622.511827
Detached,1,H2,hybrid_bidirectional,worst,2699.167205,4264.508994,287.03292
Detached,1,H2,hybrid_bidirectional,best,2074.537838,4257.596256,210.619233
Detached,1,H3,safe_unidirectional,worst,2375.659623,3087.074199,638.305738
Detached,1,H3,safe_unidirectional,best,2116.142518,3087.074199,554.429361
Detached,1,H3,hybrid_bidirectional,worst,1744.956807,3321.427852,177.806125
Detached,1,H3,hybrid_bidirectional,best,1222.757495,3307.882391,121.704036
Detached,1,H1,safe_unidirectional,worst,4900.335952,5631.829932,824.825481
Detached,1,H1,safe_unidirectional,best,4666.485675,5631.829932,749.668641
Detached,1,H1,hybrid_bidirectional,worst,4680.86139,5811.507093,501.473826
Detached,1,H1,hybrid_bidirectional,best,4233.695094,5807.122275,420.912851
Detached,1,H2,safe_unidirectional,worst,3383.371083,4126.916599,718.63794
Detached,1,H2,safe_unidirectional,best,3157.286688,4126.916599,644.024712
Detached,1,H2,hybrid_bidirectional,worst,2731.841434,4350.11681,290.304922
Detached,1,H2,hybrid_bidirectional,best,2143.843548,4344.944547,216.077196
Detached,1,H3,safe_unidirectional,worst,2422.379583,3162.696599,651.368535
Detached,1,H3,safe_unidirectional,best,2186.920755,3162.696599,576.099096
Detached,1,H3,hybrid_bidirectional,worst,1756.795056,3410.913655,172.988309
Detached,1,H3,hybrid_bidirectional,best,1234.40588,3396.831831,120.58253
Detached,1,H1,safe_unidirectional,worst,4827.900468,5545.892632,800.989307
Detached,1,H1,safe_unidirectional,best,4594.320694,5545.892632,725.829323
Detached,1,H1,hybrid_bidirectional,worst,4611.178117,5709.614811,495.365442
Detached,1,H1,hybrid_bidirectional,best,4146.35535,5704.951212,414.424575
Detached,1,H2,safe_unidirectional,worst,3316.578939,4040.979299,695.1968
Detached,1,H2,safe_unidirectional,best,3091.222647,4040.979299,620.61246
Detached,1,H2,hybrid_bidirectional,worst,2687.960832,4240.819517,302.642212
Detached,1,H2,hybrid_bidirectional,best,2052.748117,4234.116073,225.911687
Detached,1,H3,safe_unidirectional,worst,2349.263367,3076.759299,627.48471
Detached,1,H3,safe_unidirectional,best,2115.857043,3076.759299,552.336867
Detached,1,H3,hybrid_bidirectional,worst,1732.303616,3307.827449,174.427693
Detached,1,H3,hybrid_bidirectional,best,1149.651196,3291.965148,119.395198
Detached,1,H1,safe_unidirectional,worst,4779.812528,5493.208532,785.359319
Detached,1,H1,safe_unidirectional,best,4573.836163,5493.208532,719.735964
Detached,1,H1,hybrid_bidirectional,worst,4559.026734,5659.462249,485.47787
Detached,1,H1,hybrid_bidirectional,best,4138.541658,5654.616894,415.226215
Detached,1,H2,safe_unidirectional,worst,3263.382639,3988.295199,679.209227
Detached,1,H2,safe_unidirectional,best,3064.858528,3988.295199,614.107529
Detached,1,H2,hybrid_bidirectional,worst,2627.564718,4193.39442,281.989393
Detached,1,H2,hybrid_bidirectional,best,2059.349822,4190.337251,212.583181
Detached,1,H3,safe_unidirectional,worst,2300.113284,3024.075199,611.780372
Detached,1,H3,safe_unidirectional,best,2090.17715,3024.075199,545.879833
Detached,1,H3,hybrid_bidirectional,worst,1672.766591,3257.89421,159.363838
Detached,1,H3,hybrid_bidirectional,best,1149.531487,3248.569748,105.796119
Detached,1,H1,safe_unidirectional,worst,5006.00492,5743.833032,844.502153
Detached,1,H1,safe_unidirectional,best,4764.706775,5743.833032,766.587275
Detached,1,H1,hybrid_bidirectional,worst,4802.407978,5924.12872,528.372411
Detached,1,H1,hybrid_bidirectional,best,4333.074012,5918.340192,450.374327
Detached,1,H2,safe_unidirectional,worst,3489.104023,4238.919699,738.31909
Detached,1,H2,safe_unidirectional,best,3255.618328,4238.919699,660.951084
Detached,1,H2,hybrid_bidirectional,worst,2898.291603,4469.135395,308.845475
Detached,1,H2,hybrid_bidirectional,best,2282.287808,4459.706332,238.262365
Detached,1,H3,safe_unidirectional,worst,2527.907211,3274.699699,671.035313
Detached,1,H3,safe_unidirectional,best,2286.574751,3274.699699,593.118034
Detached,1,H3,hybrid_bidirectional,worst,1860.116967,3526.149505,195.860743
Detached,1,H3,hybrid_bidirectional,best,1272.6148,3513.37417,134.565712
Detached,1,H1,safe_unidirectional,worst,4873.796452,5575.168732,814.484798
