Archetype,CAH Type,Operation,Solar,CAPEX,OPEX Savings
Semi-detached,H3,safe_unidirectional,best,7512.0,709.1314000000001
Detached,H3,hybrid_bidirectional,best,5214.0,992.4458000000001
Semi-detached,H3,hybrid_bidirectional,worst,10782.0,941.8244000000001
Detached,H3,safe_unidirectional,best,7551.0,739.4178
Semi-detached,H3,hybrid_bidirectional,best,5106.0,945.2074000000001
Detached,H3,hybrid_bidirectional,worst,11076.0,986.5518000000001
Semi-detached,H3,safe_unidirectional,worst,13071.0,697.1174000000001
Detached,H3,hybrid_bidirectional,best,5214.0,988.3648000000001
Semi-detached,H3,safe_unidirectional,best,7296.0,721.6944000000001
Semi-detached,H3,safe_unidirectional,worst,12993.0,678.6024000000001
Semi-detached,H3,hybrid_bidirectional,worst,11478.0,948.6384
Detached,H3,safe_unidirectional,worst,13836.0,709.5168000000001
Semi-detached,H3,hybrid_bidirectional,best,5028.0,946.3834000000002
Semi-detached,H3,safe_unidirectional,best,7944.0,697.2064
Semi-detached,H3,hybrid_bidirectional,worst,11694.0,943.5474000000002
Detached,H3,safe_unidirectional,best,7914.0,736.2788
Semi-detached,H3,hybrid_bidirectional,best,5508.0,943.4284000000001
Detached,H3,hybrid_bidirectional,worst,12792.0,979.6058
Semi-detached,H3,safe_unidirectional,worst,12807.0,698.0084000000002
Detached,H3,hybrid_bidirectional,best,5616.0,985.6978
Semi-detached,H3,safe_unidirectional,best,7698.0,723.6804000000001
Semi-detached,H3,hybrid_bidirectional,worst,11616.0,949.1074000000001
Semi-detached,H3,safe_unidirectional,worst,12483.0,694.5324
Semi-detached,H3,hybrid_bidirectional,best,5400.0,949.8014000000001
Detached,H3,safe_unidirectional,worst,13131.0,711.0868
Semi-detached,H3,safe_unidirectional,best,7365.0,718.6364000000001
Semi-detached,H3,hybrid_bidirectional,worst,11292.0,951.5974000000001
Semi-detached,H3,safe_unidirectional,worst,13503.0,680.2504000000001
Detached,H3,safe_unidirectional,best,7845.0,738.4248
Semi-detached,H3,hybrid_bidirectional,best,5214.0,947.9774000000001
Detached,H3,hybrid_bidirectional,worst,11841.0,980.0648000000001
Detached,H3,safe_unidirectional,worst,13287.0,720.4898000000001
Semi-detached,H3,safe_unidirectional,best,7845.0,714.0714
Detached,H3,hybrid_bidirectional,best,5469.0,980.9238
Semi-detached,H3,hybrid_bidirectional,worst,12429.0,939.9074
Detached,H3,safe_unidirectional,best,7914.0,752.2258
Semi-detached,H3,hybrid_bidirectional,best,5655.0,943.1244000000002
Detached,H3,hybrid_bidirectional,worst,12243.0,987.9858
Semi-detached,H3,safe_unidirectional,worst,14238.0,693.4424000000001
Detached,H3,hybrid_bidirectional,best,5469.0,994.6958000000001
Semi-detached,H3,safe_unidirectional,best,7875.0,720.6254000000001
Semi-detached,H3,safe_unidirectional,worst,12777.0,724.2434000000001
Semi-detached,H3,hybrid_bidirectional,worst,13716.0,945.1034000000001
Detached,H3,safe_unidirectional,worst,12513.0,742.5908000000001
Semi-detached,H3,hybrid_bidirectional,best,5763.0,951.8834000000002
Semi-detached,H3,safe_unidirectional,best,7110.0,740.5174000000002
Semi-detached,H3,hybrid_bidirectional,worst,11331.0,953.1894000000001
Detached,H3,safe_unidirectional,best,7365.0,761.7228
Semi-detached,H3,hybrid_bidirectional,best,4920.0,953.3744000000002
Detached,H3,hybrid_bidirectional,worst,11292.0,992.7208
Semi-detached,H3,safe_unidirectional,worst,12669.0,713.8614000000001
Detached,H3,hybrid_bidirectional,best,5067.0,995.8118000000001
Semi-detached,H3,safe_unidirectional,best,7365.0,739.4304000000001
Semi-detached,H3,hybrid_bidirectional,worst,11763.0,965.3294000000001
Semi-detached,H3,safe_unidirectional,worst,12915.0,704.2994000000001
Semi-detached,H3,hybrid_bidirectional,best,5106.0,963.3934000000002
Detached,H3,safe_unidirectional,worst,14307.0,725.3968
Semi-detached,H3,safe_unidirectional,best,7512.0,731.0624
Semi-detached,H3,hybrid_bidirectional,worst,11841.0,951.3634000000001
Semi-detached,H3,safe_unidirectional,worst,12483.0,709.6644000000001
Detached,H3,safe_unidirectional,best,7953.0,751.8048000000001
Semi-detached,H3,hybrid_bidirectional,best,5322.0,952.0294000000001
Detached,H3,hybrid_bidirectional,worst,13038.0,986.4518
Detached,H3,safe_unidirectional,worst,12660.0,720.6638
Semi-detached,H3,safe_unidirectional,best,7620.0,724.5894000000001
Detached,H3,hybrid_bidirectional,best,5655.0,992.0308
Semi-detached,H3,hybrid_bidirectional,worst,11145.0,955.6064000000001
Detached,H3,safe_unidirectional,best,7629.0,749.7708
Semi-detached,H3,hybrid_bidirectional,best,5253.0,957.6404000000001
Semi-detached,H3,safe_unidirectional,worst,12993.0,709.9994000000002
Detached,H3,hybrid_bidirectional,worst,11400.0,986.5108
Detached,H3,hybrid_bidirectional,best,5253.0,991.2398000000001
Semi-detached,H3,safe_unidirectional,best,7512.0,732.6854000000001
Semi-detached,H3,safe_unidirectional,worst,13140.0,701.0204000000001
Semi-detached,H3,hybrid_bidirectional,worst,12057.0,954.7714000000001
Semi-detached,H3,hybrid_bidirectional,best,5214.0,956.7624000000001
Detached,H3,safe_unidirectional,worst,13473.0,728.4638
Semi-detached,H3,safe_unidirectional,best,7473.0,723.2774000000002
Semi-detached,H3,hybrid_bidirectional,worst,11802.0,949.2214000000001
Detached,H3,safe_unidirectional,best,7728.0,752.8538000000001
Semi-detached,H3,hybrid_bidirectional,best,5214.0,951.1674
Semi-detached,H3,safe_unidirectional,worst,13503.0,689.1844000000001
Detached,H3,hybrid_bidirectional,worst,12027.0,986.6618000000001
Detached,H3,hybrid_bidirectional,best,5469.0,986.3208000000001
Semi-detached,H3,safe_unidirectional,best,7836.0,708.9414000000002
Semi-detached,H3,hybrid_bidirectional,worst,12351.0,947.2734
Semi-detached,H3,safe_unidirectional,worst,12846.0,705.9224000000002
Semi-detached,H3,hybrid_bidirectional,best,5469.0,951.2914000000001
Detached,H3,safe_unidirectional,worst,14406.0,708.5158000000001
Semi-detached,H3,safe_unidirectional,best,7581.0,725.4274
Semi-detached,H3,hybrid_bidirectional,worst,11763.0,949.5594000000001
Semi-detached,H3,safe_unidirectional,worst,13473.0,692.1204
Detached,H3,safe_unidirectional,best,8130.0,733.1088
Semi-detached,H3,hybrid_bidirectional,best,5175.0,951.1974000000001
Detached,H3,safe_unidirectional,worst,13326.0,737.2908
Detached,H3,hybrid_bidirectional,worst,13449.0,984.9638
Semi-detached,H3,safe_unidirectional,best,7620.0,712.5774000000001
Detached,H3,hybrid_bidirectional,best,5871.0,987.0968
Semi-detached,H3,hybrid_bidirectional,worst,12273.0,946.8544
Detached,H3,safe_unidirectional,best,7806.0,754.9878000000001
Semi-detached,H3,hybrid_bidirectional,best,5469.0,949.6424000000001
Semi-detached,H3,safe_unidirectional,worst,13689.0,677.0614
Detached,H3,hybrid_bidirectional,worst,12135.0,985.8248000000001
Detached,H3,hybrid_bidirectional,best,5469.0,988.9488000000001
Semi-detached,H3,safe_unidirectional,best,7659.0,704.4224000000002
Semi-detached,H3,safe_unidirectional,worst,13140.0,699.4064000000001
Semi-detached,H3,hybrid_bidirectional,worst,12351.0,932.6904000000001
Semi-detached,H3,hybrid_bidirectional,best,5400.0,938.4714000000001
Semi-detached,H3,safe_unidirectional,best,7365.0,722.6684
Detached,H3,safe_unidirectional,worst,13140.0,730.9318000000001
Semi-detached,H3,hybrid_bidirectional,worst,11694.0,947.6634000000001
Detached,H3,safe_unidirectional,best,7659.0,754.3198
Semi-detached,H3,hybrid_bidirectional,best,5067.0,946.5704000000001
Semi-detached,H3,safe_unidirectional,worst,13395.0,682.5384000000001
Detached,H3,hybrid_bidirectional,worst,11703.0,991.0918
Detached,H3,hybrid_bidirectional,best,5361.0,996.5608000000001
Semi-detached,H3,safe_unidirectional,best,7728.0,706.0894000000001
Semi-detached,H3,hybrid_bidirectional,worst,12018.0,935.9834000000001
Semi-detached,H3,safe_unidirectional,worst,12552.0,696.5384000000001
Semi-detached,H3,hybrid_bidirectional,best,5430.0,937.2744000000001
Semi-detached,H3,safe_unidirectional,best,7443.0,723.6204
Detached,H3,safe_unidirectional,worst,14199.0,705.6508000000001
Semi-detached,H3,safe_unidirectional,worst,12591.0,709.0454000000001
Semi-detached,H3,hybrid_bidirectional,worst,11115.0,949.5084000000002
Detached,H3,safe_unidirectional,best,8169.0,730.7198000000001
Semi-detached,H3,hybrid_bidirectional,best,5106.0,950.0604000000001
Detached,H3,safe_unidirectional,worst,12993.0,734.5758000000001
Semi-detached,H3,safe_unidirectional,best,7365.0,729.8794
Detached,H3,hybrid_bidirectional,worst,13302.0,984.8078
Semi-detached,H3,hybrid_bidirectional,worst,11076.0,959.1314000000001
Detached,H3,hybrid_bidirectional,best,6018.0,984.0318000000001
Detached,H3,safe_unidirectional,best,7512.0,758.9708
Semi-detached,H3,hybrid_bidirectional,best,5106.0,958.0864000000001
Semi-detached,H3,safe_unidirectional,worst,12552.0,697.2704000000001
Detached,H3,hybrid_bidirectional,worst,11694.0,987.5428
Detached,H3,hybrid_bidirectional,best,5106.0,989.2468000000001
Semi-detached,H3,safe_unidirectional,best,7404.0,721.8494000000001
Semi-detached,H3,safe_unidirectional,worst,12963.0,696.9924000000001
Semi-detached,H3,hybrid_bidirectional,worst,11037.0,951.3404
Semi-detached,H3,hybrid_bidirectional,best,5067.0,951.4724000000001
Semi-detached,H3,safe_unidirectional,best,7404.0,725.2004000000002
Detached,H3,safe_unidirectional,worst,13650.0,726.0068000000001
Semi-detached,H3,hybrid_bidirectional,worst,11871.0,949.0894000000001
Detached,H3,safe_unidirectional,best,7767.0,747.5528
Semi-detached,H3,hybrid_bidirectional,best,5175.0,949.9594000000001
Semi-detached,H3,safe_unidirectional,worst,12591.0,685.0024000000001
Detached,H3,hybrid_bidirectional,worst,12498.0,993.4378
Detached,H3,hybrid_bidirectional,best,5361.0,997.1308
Semi-detached,H3,safe_unidirectional,best,7620.0,709.3184000000001
Semi-detached,H3,safe_unidirectional,worst,13767.0,693.4924000000001
Semi-detached,H3,hybrid_bidirectional,worst,11184.0,952.7394000000002
Semi-detached,H3,hybrid_bidirectional,best,5106.0,947.8644000000002
Semi-detached,H3,safe_unidirectional,best,7512.0,719.2504000000001
Detached,H3,safe_unidirectional,worst,12846.0,710.0878
Semi-detached,H3,hybrid_bidirectional,worst,12813.0,940.6144000000002
Semi-detached,H3,safe_unidirectional,worst,12669.0,724.5394000000001
Semi-detached,H3,hybrid_bidirectional,best,5283.0,947.5714
Detached,H3,safe_unidirectional,best,7659.0,731.7268
Semi-detached,H3,safe_unidirectional,best,7365.0,742.1194
Semi-detached,H3,safe_unidirectional,worst,15042.0,683.6434000000002
Detached,H3,hybrid_bidirectional,worst,11223.0,983.5258000000001
Semi-detached,H3,hybrid_bidirectional,worst,11724.0,952.6174000000001
Detached,H3,hybrid_bidirectional,best,5361.0,987.0868
Semi-detached,H3,safe_unidirectional,best,8091.0,699.2704000000001
Semi-detached,H3,hybrid_bidirectional,best,5175.0,959.1354000000001
Semi-detached,H3,safe_unidirectional,worst,13434.0,691.9614000000001
Semi-detached,H3,hybrid_bidirectional,worst,14265.0,932.7364000000001
Semi-detached,H3,hybrid_bidirectional,best,5910.0,939.4834000000001
Semi-detached,H3,safe_unidirectional,best,7698.0,714.4534000000001
Semi-detached,H3,safe_unidirectional,worst,12591.0,717.3574000000001
Semi-detached,H3,hybrid_bidirectional,worst,12351.0,950.0694000000001
Semi-detached,H3,safe_unidirectional,best,6963.0,741.6094
Semi-detached,H3,hybrid_bidirectional,best,5508.0,952.1154000000001
Detached,H3,safe_unidirectional,worst,13611.0,722.4628
Semi-detached,H3,hybrid_bidirectional,worst,11685.0,958.5024000000001
Semi-detached,H3,hybrid_bidirectional,best,4920.0,960.6564000000001
Detached,H3,safe_unidirectional,best,7512.0,749.8788000000001
Semi-detached,H3,safe_unidirectional,worst,13659.0,696.6204
Detached,H3,hybrid_bidirectional,worst,12567.0,989.8148000000001
Detached,H3,hybrid_bidirectional,best,5253.0,994.3638000000001
Semi-detached,H3,safe_unidirectional,best,7689.0,719.1114000000001
Semi-detached,H3,safe_unidirectional,worst,13503.0,692.9354000000001
Semi-detached,H3,hybrid_bidirectional,worst,12645.0,928.0514000000001
Semi-detached,H3,hybrid_bidirectional,best,5253.0,936.6274000000001
Semi-detached,H3,safe_unidirectional,best,7365.0,721.1414000000001
Detached,H3,safe_unidirectional,worst,13827.0,721.6478000000001
Semi-detached,H3,hybrid_bidirectional,worst,12528.0,940.4244000000001
Semi-detached,H3,safe_unidirectional,worst,13983.0,670.7044000000001
Semi-detached,H3,hybrid_bidirectional,best,5175.0,942.3344000000001
Detached,H3,safe_unidirectional,best,7767.0,749.8588
Semi-detached,H3,safe_unidirectional,worst,13287.0,681.1064000000001
Semi-detached,H3,safe_unidirectional,best,7953.0,697.7684000000002
Detached,H3,hybrid_bidirectional,worst,12891.0,989.1158
Semi-detached,H3,hybrid_bidirectional,worst,12576.0,939.0874000000001
Detached,H3,hybrid_bidirectional,best,5508.0,994.7598
Semi-detached,H3,safe_unidirectional,best,7767.0,703.4434000000001
Semi-detached,H3,hybrid_bidirectional,best,5547.0,935.5304000000001
Semi-detached,H3,safe_unidirectional,worst,12336.0,702.6024000000001
Semi-detached,H3,hybrid_bidirectional,worst,12243.0,943.6064000000001
Semi-detached,H3,hybrid_bidirectional,best,5577.0,944.0304000000001
Semi-detached,H3,safe_unidirectional,worst,12954.0,702.1144000000002
Semi-detached,H3,safe_unidirectional,best,7365.0,727.2174000000001
Semi-detached,H3,hybrid_bidirectional,worst,11253.0,947.3714000000001
Semi-detached,H3,safe_unidirectional,best,7257.0,727.9564
Semi-detached,H3,hybrid_bidirectional,best,5175.0,950.8784
Detached,H3,safe_unidirectional,worst,13032.0,731.7058000000001
Semi-detached,H3,hybrid_bidirectional,worst,11724.0,946.0314000000001
Semi-detached,H3,hybrid_bidirectional,best,4959.0,949.0844000000001
Detached,H3,safe_unidirectional,best,7767.0,754.3108
Semi-detached,H3,safe_unidirectional,worst,12993.0,690.4214000000002
Detached,H3,hybrid_bidirectional,worst,11802.0,989.6318000000001
Detached,H3,hybrid_bidirectional,best,5361.0,994.3958
Semi-detached,H3,safe_unidirectional,best,7512.0,714.5784000000001
Semi-detached,H3,safe_unidirectional,worst,12366.0,686.3734000000002
Semi-detached,H3,hybrid_bidirectional,worst,11979.0,948.4044000000001
Semi-detached,H3,hybrid_bidirectional,best,5214.0,947.2864000000001
Semi-detached,H3,safe_unidirectional,best,7629.0,711.5344000000001
Detached,H3,safe_unidirectional,worst,13032.0,729.0488
Semi-detached,H3,hybrid_bidirectional,worst,10605.0,940.7284000000001
Semi-detached,H3,safe_unidirectional,worst,12288.0,708.2034000000001
Semi-detached,H3,hybrid_bidirectional,best,5214.0,943.1094
Detached,H3,safe_unidirectional,best,7620.0,748.7108000000001
Semi-detached,H3,safe_unidirectional,worst,12591.0,691.7544
Semi-detached,H3,safe_unidirectional,best,7149.0,736.1384
Detached,H3,hybrid_bidirectional,worst,11292.0,999.9678
Semi-detached,H3,hybrid_bidirectional,worst,10674.0,963.5944000000001
Detached,H3,hybrid_bidirectional,best,5214.0,993.5008
Semi-detached,H3,safe_unidirectional,best,7551.0,716.0224000000001
Semi-detached,H3,hybrid_bidirectional,best,4920.0,960.5854
Semi-detached,H3,safe_unidirectional,worst,12660.0,714.1764000000001
Semi-detached,H3,hybrid_bidirectional,worst,11253.0,945.9174
Semi-detached,H3,hybrid_bidirectional,best,5361.0,946.8274000000001
Semi-detached,H3,safe_unidirectional,worst,12954.0,703.7394000000002
Semi-detached,H3,safe_unidirectional,best,7365.0,732.8714000000001
Semi-detached,H3,hybrid_bidirectional,worst,10929.0,965.1754000000001
Semi-detached,H3,safe_unidirectional,best,7620.0,726.9734000000001
Semi-detached,H3,hybrid_bidirectional,best,4920.0,965.8774000000001
Detached,H3,safe_unidirectional,worst,13581.0,721.4568
Semi-detached,H3,hybrid_bidirectional,worst,11655.0,950.1344000000001
Semi-detached,H3,hybrid_bidirectional,best,5214.0,953.6214000000001
Detached,H3,safe_unidirectional,best,7767.0,749.6718000000001
Semi-detached,H3,safe_unidirectional,worst,13326.0,699.2854000000001
Detached,H3,hybrid_bidirectional,worst,12243.0,991.1488
Detached,H3,hybrid_bidirectional,best,5400.0,995.9548000000001
Semi-detached,H3,safe_unidirectional,best,7620.0,724.2984000000001
Semi-detached,H3,safe_unidirectional,worst,13170.0,672.0304000000001
Semi-detached,H3,hybrid_bidirectional,worst,12087.0,949.3164000000002
Semi-detached,H3,hybrid_bidirectional,best,5253.0,954.6304000000001
Semi-detached,H3,safe_unidirectional,best,7953.0,700.1934000000001
Semi-detached,H3,safe_unidirectional,worst,12630.0,692.5234
Detached,H3,safe_unidirectional,worst,13404.0,726.9048
Semi-detached,H3,hybrid_bidirectional,best,5175.0,942.2694000000001
Semi-detached,H3,safe_unidirectional,best,7620.0,722.4294000000001
Semi-detached,H3,safe_unidirectional,best,7551.0,716.9294000000001
Semi-detached,H3,hybrid_bidirectional,worst,12657.0,947.6104
Semi-detached,H3,safe_unidirectional,worst,12522.0,708.3404
Semi-detached,H3,hybrid_bidirectional,worst,11037.0,953.9144000000001
Terraced,H3,safe_unidirectional,worst,12483.0,657.3348000000001
Semi-detached,H3,hybrid_bidirectional,best,5469.0,948.2954000000001
Semi-detached,H3,hybrid_bidirectional,best,5253.0,955.1164000000001
Semi-detached,H3,safe_unidirectional,best,7257.0,732.1224000000001
Terraced,H3,safe_unidirectional,best,7257.0,681.2638000000002
Semi-detached,H3,hybrid_bidirectional,worst,11223.0,959.6614000000001
Terraced,H3,hybrid_bidirectional,worst,10566.0,903.3028000000002
Semi-detached,H3,hybrid_bidirectional,best,5067.0,959.7364000000001
Semi-detached,H3,safe_unidirectional,worst,13503.0,700.0634000000001
Terraced,H3,hybrid_bidirectional,best,4920.0,895.2658000000001
Semi-detached,H3,safe_unidirectional,best,7620.0,718.0594000000001
Terraced,H3,safe_unidirectional,worst,12219.0,667.8088000000001
Semi-detached,H3,hybrid_bidirectional,worst,12174.0,946.2454000000001
Semi-detached,H3,safe_unidirectional,worst,12846.0,703.1084000000001
Semi-detached,H3,hybrid_bidirectional,best,5214.0,950.5564000000002
Terraced,H3,safe_unidirectional,best,7071.0,691.7618000000001
Semi-detached,H3,safe_unidirectional,best,7659.0,724.6234000000002
Terraced,H3,hybrid_bidirectional,worst,10989.0,904.3038000000001
Semi-detached,H3,hybrid_bidirectional,worst,11802.0,948.2474000000001
Terraced,H3,hybrid_bidirectional,best,4812.0,905.5088000000001
Semi-detached,H3,safe_unidirectional,worst,12660.0,695.9404000000001
Semi-detached,H3,hybrid_bidirectional,best,5361.0,948.5894000000001
Semi-detached,H3,safe_unidirectional,best,7473.0,717.4654
Semi-detached,H3,hybrid_bidirectional,worst,11253.0,949.6204000000001
Semi-detached,H3,safe_unidirectional,worst,12042.0,705.2814000000001
Semi-detached,H3,safe_unidirectional,worst,12708.0,712.4004000000001
Semi-detached,H3,hybrid_bidirectional,best,5214.0,950.4624000000001
Semi-detached,H3,safe_unidirectional,best,7218.0,725.2694000000001
Semi-detached,H3,safe_unidirectional,best,7110.0,738.5104000000001
Semi-detached,H3,hybrid_bidirectional,worst,10596.0,951.8044000000001
Semi-detached,H3,safe_unidirectional,worst,13974.0,682.9044000000001
Semi-detached,H3,hybrid_bidirectional,worst,11037.0,955.1354000000001
Terraced,H3,safe_unidirectional,worst,12513.0,652.8858000000001
Semi-detached,H3,hybrid_bidirectional,best,4959.0,953.8424000000001
Semi-detached,H3,hybrid_bidirectional,best,4812.0,953.4794
Semi-detached,H3,safe_unidirectional,best,7845.0,709.1144000000002
Terraced,H3,safe_unidirectional,best,7296.0,672.3178
Semi-detached,H3,hybrid_bidirectional,worst,12576.0,947.3304
Terraced,H3,hybrid_bidirectional,worst,10881.0,891.9238000000001
Semi-detached,H3,hybrid_bidirectional,best,5547.0,948.6394000000001
Terraced,H3,hybrid_bidirectional,best,4959.0,897.4728000000001
Semi-detached,H3,safe_unidirectional,worst,13140.0,707.3304
Semi-detached,H3,safe_unidirectional,best,7551.0,733.5014000000001
Terraced,H3,safe_unidirectional,worst,12591.0,675.7698
Semi-detached,H3,hybrid_bidirectional,worst,11478.0,948.8794
Semi-detached,H3,safe_unidirectional,worst,13032.0,697.5964000000001
Semi-detached,H3,hybrid_bidirectional,best,5175.0,949.6914000000002
Terraced,H3,safe_unidirectional,best,7110.0,698.4368000000002
Terraced,H3,hybrid_bidirectional,worst,11538.0,906.5488000000001
Semi-detached,H3,safe_unidirectional,best,7473.0,722.8074000000001
Terraced,H3,hybrid_bidirectional,best,4812.0,908.9098000000001
Semi-detached,H3,hybrid_bidirectional,worst,11949.0,950.2644000000001
Semi-detached,H3,safe_unidirectional,worst,13239.0,696.1294
Semi-detached,H3,hybrid_bidirectional,best,5175.0,953.1864
Semi-detached,H3,safe_unidirectional,best,7806.0,723.9934000000001
Semi-detached,H3,hybrid_bidirectional,worst,12018.0,945.3394000000001
Semi-detached,H3,safe_unidirectional,worst,13944.0,696.7474000000001
Semi-detached,H3,safe_unidirectional,worst,12336.0,726.9404000000001
Semi-detached,H3,hybrid_bidirectional,best,5538.0,946.6634000000001
Semi-detached,H3,safe_unidirectional,best,7836.0,710.7374000000001
Semi-detached,H3,safe_unidirectional,best,7071.0,747.6814000000002
Semi-detached,H3,hybrid_bidirectional,worst,13077.0,942.9534000000001
Semi-detached,H3,hybrid_bidirectional,worst,10890.0,955.7114000000001
Semi-detached,H3,safe_unidirectional,worst,13434.0,689.6934000000001
Terraced,H3,safe_unidirectional,worst,12327.0,658.3028000000002
Semi-detached,H3,hybrid_bidirectional,best,5547.0,944.1174000000001
Semi-detached,H3,hybrid_bidirectional,best,4812.0,956.1444000000001
Semi-detached,H3,safe_unidirectional,best,7659.0,712.1594000000001
Terraced,H3,safe_unidirectional,best,7257.0,687.3128000000002
Semi-detached,H3,hybrid_bidirectional,worst,11919.0,956.7644000000001
Terraced,H3,hybrid_bidirectional,worst,10635.0,899.3758000000001
Semi-detached,H3,hybrid_bidirectional,best,5214.0,957.1484
Terraced,H3,hybrid_bidirectional,best,4920.0,900.0138000000001
Semi-detached,H3,safe_unidirectional,worst,12042.0,710.0234
Semi-detached,H3,safe_unidirectional,best,7080.0,735.5854000000002
Terraced,H3,safe_unidirectional,worst,13347.0,652.7098000000001
Semi-detached,H3,hybrid_bidirectional,worst,10272.0,963.6694000000001
Semi-detached,H3,safe_unidirectional,worst,13248.0,709.2344
Semi-detached,H3,hybrid_bidirectional,best,4812.0,964.1064000000001
Terraced,H3,safe_unidirectional,best,7659.0,676.1148000000001
Semi-detached,H3,safe_unidirectional,best,7551.0,730.1794000000001
Terraced,H3,hybrid_bidirectional,worst,12264.0,897.1548000000001
Semi-detached,H3,hybrid_bidirectional,worst,11979.0,946.4124000000002
Terraced,H3,hybrid_bidirectional,best,5322.0,903.4348000000001
Semi-detached,H3,safe_unidirectional,worst,12699.0,688.5624
Semi-detached,H3,hybrid_bidirectional,best,5175.0,944.5564000000002
Semi-detached,H3,safe_unidirectional,best,7512.0,710.7354
Terraced,H3,safe_unidirectional,worst,12669.0,661.1948000000001
Semi-detached,H3,hybrid_bidirectional,worst,11508.0,941.4744000000001
Semi-detached,H3,safe_unidirectional,worst,12150.0,689.3034000000001
Semi-detached,H3,hybrid_bidirectional,best,5106.0,940.6994000000001
Terraced,H3,safe_unidirectional,best,7110.0,682.7168000000001
Semi-detached,H3,safe_unidirectional,best,7365.0,715.3904000000001
Terraced,H3,hybrid_bidirectional,worst,11331.0,896.7508000000001
Semi-detached,H3,hybrid_bidirectional,worst,10596.0,950.8254000000001
Terraced,H3,safe_unidirectional,worst,11346.0,675.2998000000001
Semi-detached,H3,safe_unidirectional,worst,13680.0,688.8034000000001
Terraced,H3,hybrid_bidirectional,best,4920.0,899.1468000000001
Semi-detached,H3,hybrid_bidirectional,best,5067.0,949.9964000000001
Terraced,H3,safe_unidirectional,best,7041.0,702.0728000000001
Semi-detached,H3,safe_unidirectional,best,7806.0,712.3844000000001
Terraced,H3,hybrid_bidirectional,worst,9831.0,897.4438000000001
Semi-detached,H3,hybrid_bidirectional,worst,12135.0,949.9454000000001
Terraced,H3,hybrid_bidirectional,best,4665.0,895.3788000000001
Semi-detached,H3,hybrid_bidirectional,best,5322.0,945.7204000000002
Semi-detached,H3,safe_unidirectional,worst,12924.0,693.6384
Semi-detached,H3,safe_unidirectional,best,7512.0,713.7834
Terraced,H3,safe_unidirectional,worst,13170.0,653.3908000000001
Semi-detached,H3,hybrid_bidirectional,worst,11370.0,945.4504000000001
Semi-detached,H3,safe_unidirectional,worst,12738.0,698.1834000000001
Semi-detached,H3,hybrid_bidirectional,best,5214.0,947.1564000000001
Terraced,H3,safe_unidirectional,best,7512.0,675.1708000000001
Semi-detached,H3,safe_unidirectional,best,7512.0,723.1604000000001
Terraced,H3,hybrid_bidirectional,worst,12333.0,889.2498
Semi-detached,H3,hybrid_bidirectional,worst,11439.0,944.7494000000002
Terraced,H3,hybrid_bidirectional,best,5322.0,894.1888000000001
Semi-detached,H3,safe_unidirectional,worst,12837.0,700.3554000000001
Semi-detached,H3,hybrid_bidirectional,best,5106.0,944.5404000000001
Semi-detached,H3,safe_unidirectional,best,7512.0,722.3814000000001
Terraced,H3,safe_unidirectional,worst,12846.0,663.8048000000001
Semi-detached,H3,hybrid_bidirectional,worst,11400.0,945.9494000000001
Semi-detached,H3,safe_unidirectional,worst,12954.0,692.2704000000001
Semi-detached,H3,hybrid_bidirectional,best,5106.0,948.3394000000001
Terraced,H3,safe_unidirectional,best,7227.0,687.7048000000001
Semi-detached,H3,safe_unidirectional,best,7365.0,719.1524000000002
Terraced,H3,hybrid_bidirectional,worst,11400.0,901.6338000000001
Semi-detached,H3,hybrid_bidirectional,worst,11469.0,945.8454000000002
Terraced,H3,safe_unidirectional,worst,12336.0,670.1948000000001
Terraced,H3,hybrid_bidirectional,best,4920.0,904.3088000000001
Semi-detached,H3,safe_unidirectional,worst,13179.0,685.2754000000001
Semi-detached,H3,hybrid_bidirectional,best,5028.0,946.7724000000001
Terraced,H3,safe_unidirectional,best,7110.0,692.3778000000001
Semi-detached,H3,safe_unidirectional,best,7737.0,711.6344000000001
Terraced,H3,hybrid_bidirectional,worst,11292.0,907.0278000000001
Semi-detached,H3,hybrid_bidirectional,worst,11664.0,946.1864
Terraced,H3,hybrid_bidirectional,best,4920.0,905.6578000000001
Semi-detached,H3,safe_unidirectional,worst,12591.0,718.5914
Semi-detached,H3,hybrid_bidirectional,best,5253.0,947.7984000000001
Semi-detached,H3,safe_unidirectional,best,7080.0,751.7694000000001
Terraced,H3,safe_unidirectional,worst,13395.0,653.2148000000001
Semi-detached,H3,hybrid_bidirectional,worst,11175.0,951.7554000000001
Semi-detached,H3,safe_unidirectional,worst,13326.0,697.5864000000001
Semi-detached,H3,hybrid_bidirectional,best,4881.0,957.7184000000001
Terraced,H3,safe_unidirectional,best,7728.0,672.8158000000001
Terraced,H3,hybrid_bidirectional,worst,12204.0,894.1128000000001
Semi-detached,H3,safe_unidirectional,best,7443.0,720.7044000000001
Terraced,H3,hybrid_bidirectional,best,5361.0,895.9268000000001
Semi-detached,H3,hybrid_bidirectional,worst,11802.0,953.5924000000001
Semi-detached,H3,safe_unidirectional,worst,12513.0,713.8194000000001
Semi-detached,H3,hybrid_bidirectional,best,5214.0,954.2344
Semi-detached,H3,safe_unidirectional,best,7326.0,736.9354000000001
Terraced,H3,safe_unidirectional,worst,12522.0,654.5598000000001
Semi-detached,H3,hybrid_bidirectional,worst,11106.0,953.8714000000001
Semi-detached,H3,safe_unidirectional,worst,12699.0,686.9044000000001
